"Htno","Subcode","Subname","Grade","Credits"
"18JK1A0451","R161104","APPLIED PHYSICS","F","0"
"18JK1A0451","R161113","ENGINEERING DRAWING","C","3"
"18JK1A0452","R161104","APPLIED PHYSICS","F","0"
"18JK1A0452","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0452","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0453","R161104","APPLIED PHYSICS","F","0"
"18JK1A0453","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0454","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","D","3"
"18JK1A0454","R161113","ENGINEERING DRAWING","B","3"
"18JK1A0455","R161113","ENGINEERING DRAWING","C","3"
"18JK1A0457","R161102","MATHEMATICS-I","F","0"
"18JK1A0457","R161104","APPLIED PHYSICS","F","0"
"18JK1A0457","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0457","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0458","R161113","ENGINEERING DRAWING","B","3"
"18JK1A0459","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0503","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0503","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"18JK1A0504","R161104","APPLIED PHYSICS","F","0"
"18JK1A0505","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0505","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"18JK1A0507","R161102","MATHEMATICS-I","F","0"
"18JK1A0507","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0511","R161104","APPLIED PHYSICS","F","0"
"18JK1A0511","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0513","R161104","APPLIED PHYSICS","F","0"
"18JK1A0513","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0514","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"18JK1A0515","R161102","MATHEMATICS-I","F","0"
"18JK1A0515","R161104","APPLIED PHYSICS","F","0"
"18JK1A0515","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0520","R161104","APPLIED PHYSICS","C","3"
"18JK1A0521","R161102","MATHEMATICS-I","F","0"
"18JK1A0521","R161104","APPLIED PHYSICS","F","0"
"18JK1A0524","R161104","APPLIED PHYSICS","F","0"
"18JK1A0524","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"18JK1A0525","R161104","APPLIED PHYSICS","F","0"
"18JK1A0526","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0529","R161104","APPLIED PHYSICS","F","0"
"18JK1A0529","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0531","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0532","R161104","APPLIED PHYSICS","F","0"
"18JK1A0533","R161104","APPLIED PHYSICS","F","0"
"18JK1A0533","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0534","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0535","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0536","R161104","APPLIED PHYSICS","F","0"
"18JK1A0536","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0541","R161102","MATHEMATICS-I","F","0"
"18JK1A0541","R161104","APPLIED PHYSICS","F","0"
"18JK1A0541","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0542","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0543","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0545","R161102","MATHEMATICS-I","F","0"
"18JK1A0545","R161104","APPLIED PHYSICS","D","3"
"18JK1A0545","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0547","R161102","MATHEMATICS-I","F","0"
"18JK1A0547","R161104","APPLIED PHYSICS","F","0"
"18JK1A0547","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0549","R161104","APPLIED PHYSICS","F","0"
"18JK1A0549","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0549","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"18JK1A0549","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"19JK1A0101","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0101","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0101","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0101","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0101","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0101","R19ES1104","ENGINEERING MECHANICS","D","3"
"19JK1A0101","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0101","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0102","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0102","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0102","R19BS1108","ENGINEERING PHYSICS","B","3"
"19JK1A0102","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0102","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0102","R19ES1104","ENGINEERING MECHANICS","B","3"
"19JK1A0102","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0102","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0103","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0103","R19BS1102","MATHEMATICS-II","C","3"
"19JK1A0103","R19BS1108","ENGINEERING PHYSICS","B","3"
"19JK1A0103","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0103","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0103","R19ES1104","ENGINEERING MECHANICS","S","3"
"19JK1A0103","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0103","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0104","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0104","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0104","R19BS1108","ENGINEERING PHYSICS","C","3"
"19JK1A0104","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0104","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0104","R19ES1104","ENGINEERING MECHANICS","C","3"
"19JK1A0104","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0104","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0105","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0105","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0105","R19BS1108","ENGINEERING PHYSICS","D","3"
"19JK1A0105","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0105","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0105","R19ES1104","ENGINEERING MECHANICS","C","3"
"19JK1A0105","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0105","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0107","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0107","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0107","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0107","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0107","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0107","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0107","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0107","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0108","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0108","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0108","R19BS1108","ENGINEERING PHYSICS","D","3"
"19JK1A0108","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0108","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0108","R19ES1104","ENGINEERING MECHANICS","C","3"
"19JK1A0108","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0108","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0110","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0110","R19BS1102","MATHEMATICS-II","D","3"
"19JK1A0110","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0110","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0110","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0110","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0110","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0110","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0111","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0111","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0111","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0111","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0111","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0111","R19ES1104","ENGINEERING MECHANICS","D","3"
"19JK1A0111","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0111","R19PR1101","ENGINEERING EXPLORATION LAB","A","1"
"19JK1A0112","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0112","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0112","R19BS1108","ENGINEERING PHYSICS","C","3"
"19JK1A0112","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0112","R19ES1103","ENGINEERING DRAWING","D","2"
"19JK1A0112","R19ES1104","ENGINEERING MECHANICS","A","3"
"19JK1A0112","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0112","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0113","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0113","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0113","R19BS1108","ENGINEERING PHYSICS","C","3"
"19JK1A0113","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0113","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0113","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0113","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0113","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0114","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0114","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0114","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0114","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0114","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0114","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0114","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0114","R19PR1101","ENGINEERING EXPLORATION LAB","A","1"
"19JK1A0115","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0115","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0115","R19BS1108","ENGINEERING PHYSICS","D","3"
"19JK1A0115","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0115","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0115","R19ES1104","ENGINEERING MECHANICS","B","3"
"19JK1A0115","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0115","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0116","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0116","R19BS1102","MATHEMATICS-II","D","3"
"19JK1A0116","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0116","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0116","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0116","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0116","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0116","R19PR1101","ENGINEERING EXPLORATION LAB","A","1"
"19JK1A0117","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0117","R19BS1102","MATHEMATICS-II","C","3"
"19JK1A0117","R19BS1108","ENGINEERING PHYSICS","C","3"
"19JK1A0117","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0117","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0117","R19ES1104","ENGINEERING MECHANICS","C","3"
"19JK1A0117","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0117","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0118","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0118","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0118","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0118","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0118","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0118","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0118","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0118","R19PR1101","ENGINEERING EXPLORATION LAB","O","1"
"19JK1A0119","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0119","R19BS1102","MATHEMATICS-II","D","3"
"19JK1A0119","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0119","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0119","R19ES1103","ENGINEERING DRAWING","D","2"
"19JK1A0119","R19ES1104","ENGINEERING MECHANICS","F","0"
"19JK1A0119","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0119","R19PR1101","ENGINEERING EXPLORATION LAB","S","1"
"19JK1A0201","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0201","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0201","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0201","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","D","3"
"19JK1A0201","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0201","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0201","R19HS1101","ENGLISH","B","3"
"19JK1A0201","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0201","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0202","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0202","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0202","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0202","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0202","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0202","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0202","R19HS1101","ENGLISH","C","3"
"19JK1A0202","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0202","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0203","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0203","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0203","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0203","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","D","3"
"19JK1A0203","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0203","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0203","R19HS1101","ENGLISH","B","3"
"19JK1A0203","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0203","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0204","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0204","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0204","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0204","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0204","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0204","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0204","R19HS1101","ENGLISH","C","3"
"19JK1A0204","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0204","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0205","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0205","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0205","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0205","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0205","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0205","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0205","R19HS1101","ENGLISH","B","3"
"19JK1A0205","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0205","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0206","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0206","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0206","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0206","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0206","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0206","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0206","R19HS1101","ENGLISH","C","3"
"19JK1A0206","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0206","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0207","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0207","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0207","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0207","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0207","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0207","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0207","R19HS1101","ENGLISH","C","3"
"19JK1A0207","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0207","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0208","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0208","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0208","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0208","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","D","3"
"19JK1A0208","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0208","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0208","R19HS1101","ENGLISH","B","3"
"19JK1A0208","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0208","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0209","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0209","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0209","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0209","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","C","3"
"19JK1A0209","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0209","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0209","R19HS1101","ENGLISH","B","3"
"19JK1A0209","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0209","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0210","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0210","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0210","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0210","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","C","3"
"19JK1A0210","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0210","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0210","R19HS1101","ENGLISH","B","3"
"19JK1A0210","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0210","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0211","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0211","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0211","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0211","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0211","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0211","R19ES1103","ENGINEERING DRAWING","D","2"
"19JK1A0211","R19HS1101","ENGLISH","D","3"
"19JK1A0211","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0211","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0212","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0212","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0212","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0212","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0212","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0212","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0212","R19HS1101","ENGLISH","C","3"
"19JK1A0212","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0212","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0213","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0213","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0213","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0213","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","D","3"
"19JK1A0213","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0213","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0213","R19HS1101","ENGLISH","B","3"
"19JK1A0213","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0213","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0214","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0214","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0214","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0214","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0214","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0214","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0214","R19HS1101","ENGLISH","D","3"
"19JK1A0214","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0214","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0301","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0301","R19BS1102","MATHEMATICS-II","D","3"
"19JK1A0301","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0301","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0301","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0301","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0301","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0301","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0301","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0302","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0302","R19BS1102","MATHEMATICS-II","C","3"
"19JK1A0302","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0302","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0302","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0302","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0302","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0302","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0302","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0303","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0303","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0303","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0303","R19BS1109","ENGINEERING PHYSICS LAB","A","1"
"19JK1A0303","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0303","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0303","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0303","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0303","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0304","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0304","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0304","R19BS1108","ENGINEERING PHYSICS","C","3"
"19JK1A0304","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0304","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","C","3"
"19JK1A0304","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0304","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0304","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0304","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0305","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0305","R19BS1102","MATHEMATICS-II","F","0"
"19JK1A0305","R19BS1108","ENGINEERING PHYSICS","F","0"
"19JK1A0305","R19BS1109","ENGINEERING PHYSICS LAB","S","1"
"19JK1A0305","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0305","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0305","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0305","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0305","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0306","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0306","R19BS1102","MATHEMATICS-II","A","3"
"19JK1A0306","R19BS1108","ENGINEERING PHYSICS","B","3"
"19JK1A0306","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0306","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0306","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0306","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0306","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0306","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0307","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0307","R19BS1102","MATHEMATICS-II","B","3"
"19JK1A0307","R19BS1108","ENGINEERING PHYSICS","B","3"
"19JK1A0307","R19BS1109","ENGINEERING PHYSICS LAB","O","1"
"19JK1A0307","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","D","3"
"19JK1A0307","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0307","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0307","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0307","R19MC1104","CONSTITUTION OF INDIA","COMPLETED","0"
"19JK1A0308","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0308","R19BS1102","MATHEMATICS-II","D","3"
"19JK1A0308","R19BS1108","ENGINEERING PHYSICS","F","0"
